,average,p,otu_id,baseMean,log2FoldChange,pvalue,padj,relative_abund,log2FC_new,rel_abu_new,padj_new
745,0,0.001,629a25feb26db2ff43595c7bca4050d4,3.38746792217673,2.4684158921464,1.44379079553522e-09,7.40491891787184e-09,0.000107073651002575,2.4684158921464,0.000107073651002575,0.001
746,0,0.001,40af44448e460e3b06debdd3e39bcbdd,4.30681029879458,1.62627456804606,1.74890184437929e-05,4.97144273582128e-05,0.000109685203466052,1.62627456804606,0.000109685203466052,0.001
747,0,0.141,d6a70db353c5d12e83b7dc365eecefd9,4.9726940851063,0.629767322894147,0.147072829907427,0.17160759133407,8.61812312947555e-05,0.629767322894147,8.61812312947555e-05,1
748,0,0.003,cf42efacee8a105565a212460fb71738,3.48460750403989,2.30606462513662,3.65593475800504e-08,1.55754524610206e-07,0.000105767874770836,2.30606462513662,0.000105767874770836,0.001
749,0,0.005,6abe54db9aa859cb8fd76f4efb7ba6ba,3.73343763461281,1.86525619109826,1.49898769497946e-05,4.31684554300178e-05,0.00010185054607562,1.86525619109826,0.00010185054607562,0.001
750,0,0.011,171c89ab111fda231ba666d1370d7f64,3.59221602733079,1.97814722612975,1.07465638079719e-05,3.18741191653453e-05,0.000100544769843881,1.97814722612975,0.000100544769843881,0.001
751,0,0.002,48e53dd093a9604ed9a580ff1c49cfc4,1.65844960207492,0.914510062736089,0.0119248743652125,0.0177208609065177,0.000107073651002575,0.914510062736089,0.000107073651002575,0.1
752,0,0.013,94720242038fa0fdc89ecda8487a8668,3.78714341259178,1.75866946720054,0.0001263604078417,0.00030989552980382,9.66274411486652e-05,1.75866946720054,9.66274411486652e-05,0.001
753,0,0.043,614175bad8266fd908ed9ae0f6501f88,3.86509194801499,1.52194022654806,0.00120815412678963,0.00237130795594731,9.27101124534491e-05,1.52194022654806,9.27101124534491e-05,0.01
754,0,0.01,3b1a61941f5904e244e14ab12f620a7f,4.28108337888302,1.36856718434298,0.000633733890341477,0.00133533011810702,0.000100544769843881,1.36856718434298,0.000100544769843881,0.01
755,0,0.014,652d132e5226fe99ffa9a94f9ee22e3c,3.71819761486651,1.81298639753546,9.90800938393566e-05,0.000249277629127177,9.66274411486652e-05,1.81298639753546,9.66274411486652e-05,0.001
756,0,0.001,2d646814f3692ca173e30f4864ea10d4,3.33835102685612,2.65857856045291,3.88733232960838e-10,2.13444512386858e-09,0.000107073651002575,2.65857856045291,0.000107073651002575,0.001
757,0,0.001,224d92ae0145f88791492ab171e64648,1.3072426750532,0.0828265630242238,0.844708120106501,0.858169779899332,0.000107073651002575,0.0828265630242238,0.000107073651002575,1
758,0,0.001,058d4fd281e88c067d8c0a743f310ee7,1.71233799032815,1.08193513165551,0.00336535406311782,0.00582629082409682,0.000107073651002575,1.08193513165551,0.000107073651002575,0.01
759,0,0.011,1440c140cee388e1be7e20d3116835f3,2.00360368663519,0.95859247747976,0.0129437619582737,0.0190280826229622,0.000103156322307359,0.95859247747976,0.000103156322307359,0.1
760,0,0.001,838c5501d2544f0a85e1f1e481cbef80,1.6984541959288,1.04348911185615,0.00612694782469171,0.0098953994286289,0.000105767874770836,1.04348911185615,0.000105767874770836,0.01
761,0,0.033,d563ccb9d1f05c721ba9e1369f7f6a07,4.56713072899726,1.04032410630907,0.0151771799196015,0.0217733330080638,9.40158886851878e-05,1.04032410630907,9.40158886851878e-05,0.1
762,0,0.001,b2f9873e81f9a2121abdab50dbf69f52,3.55940471225174,2.16798260781122,2.25493893997541e-08,9.84734561265599e-08,0.000104462098539098,2.16798260781122,0.000104462098539098,0.001
763,0,0.008,d772343afa72010f33b572ac7cede987,2.19308381263263,1.19471454547432,0.00321559461705576,0.00560346725653032,0.00010185054607562,1.19471454547432,0.00010185054607562,0.01
764,0,0.049,1cdd1a3cb891a05b5e7105ada2d12a95,3.77237688147932,1.60909758993143,0.000697101758124241,0.00145671222761747,9.27101124534491e-05,1.60909758993143,9.27101124534491e-05,0.01
765,0,0.01,5e0a19b8b238365246c863dae7fad5ac,3.82653005959224,1.61258419127172,0.000374804509533093,0.000835034312097986,9.53216649169265e-05,1.61258419127172,9.53216649169265e-05,0.001
766,0,0.001,fc02a7208304c2c92b12b90af03673fa,3.40098940654369,2.43159145972501,2.2278162943455e-11,1.41890012600821e-10,0.000105767874770836,2.43159145972501,0.000105767874770836,0.001
767,0,0.152,ff2a147137f054897ce310b0f28a6ba9,4.4031568183087,0.834344181932649,0.0779976524531683,0.0949071531414033,8.09581263678006e-05,0.834344181932649,8.09581263678006e-05,0.1
768,0,0.306,b86b7d773fa1a33a9af9b4f139fe82de,4.95573127324143,0.107881783587292,0.811209530041657,0.832615377581796,6.26772591234585e-05,0.107881783587292,6.26772591234585e-05,1
