,average,p,otu_id,baseMean,log2FoldChange,pvalue,padj,relative_abund,log2FC_new,rel_abu_new,padj_new
59,0.001,0.001,876e72957d3ab49fcf8498068a70562a,61.0926510210119,3.27191659437879,3.41304265292551e-13,2.73964391997529e-12,0.00265856040782003,3.27191659437879,0.00265856040782003,0.001
60,0.001,0.001,4e6b19d32b59c78316f1452c53740d54,45.3726496114544,6.45391899770503,1.16917621536945e-89,2.95626206056166e-86,0.00238826472785012,6.45391899770503,0.00238826472785012,0.001
61,0.001,0.001,6129c1629060faf9149185718b666852,48.3748947138276,4.78753008074607,7.4409524695673e-30,2.91696873167456e-28,0.00241307447625315,4.78753008074607,0.00241307447625315,0.001
62,0.001,0.001,dc5a4424ef81d24562f89f3d50aa30cb,64.6720019307212,2.95661398803389,4.75758230999062e-10,2.5704159980366e-09,0.00269903947100393,2.95661398803389,0.00269903947100393,0.001
63,0.001,0.001,0dab64606009f05c50d976f21a21c2f7,57.9026429570233,3.498958288936,7.19277300257513e-19,1.07934282118761e-17,0.00255932141420789,3.498958288936,0.00255932141420789,0.001
64,0.001,0.001,43fb6fb589679f85d98adc1f419bfda8,43.2628875004618,6.59157748946041,3.35929820884359e-43,3.20527755511736e-41,0.00226160443337146,6.59157748946041,0.00226160443337146,0.001
65,0.001,0.001,42a6b96ba2625e966a34c085fff5d02f,42.695477207965,5.10573251323602,3.48649336426945e-21,6.50597673177513e-20,0.00214800190121019,5.10573251323602,0.00214800190121019,0.001
66,0.001,0.001,101bf3a8e45c367969bd6acd12cb6448,41.6631277209848,5.31767024851403,2.93244355292498e-45,3.37031069253219e-43,0.00213102681019759,5.31767024851403,0.00213102681019759,0.001
67,0.001,0.011,6a155a1918b447b59a57dae757e2b44c,69.3154500692486,1.83161391223993,0.00115493751950693,0.00226288997913465,0.00223418313250495,1.83161391223993,0.00223418313250495,0.01
68,0.001,0.001,dfd55174746ba9912833e4f0d6c0b423,51.4755014071597,3.34810500863522,4.24128584114173e-21,7.82780383162545e-20,0.00226682753829842,3.34810500863522,0.00226682753829842,0.001
69,0.001,0.001,21ee182112b930cb5b8c024c7f53bf0b,44.7233615629705,4.08287383530647,3.96023370464061e-21,7.33586148145332e-20,0.0021179690478802,4.08287383530647,0.0021179690478802,0.001
70,0.001,0.001,0464ccf78314493dbfb4475269931b2d,42.6854563681521,4.39854493349104,9.30186045065413e-30,3.5908021602258e-28,0.00207618420846456,4.39854493349104,0.00207618420846456,0.001
71,0.001,0.001,60f2f9f98577cb870fc6dbecdbbc2855,47.5206325921846,3.55497409297969,2.21170979612775e-18,3.14174619073541e-17,0.00214277879628324,3.55497409297969,0.00214277879628324,0.001
72,0.001,0.001,24624bb5a3ff32cb76844e7c84381477,39.6296667315506,5.21577047773227,7.33904090513577e-21,1.33501905961409e-19,0.00196127590007156,5.21577047773227,0.00196127590007156,0.001
73,0.001,0.001,ba3059a45fd8e130adcf4e1a7d8333d4,43.1778306209797,3.96363634847166,1.6698497900214e-12,1.23096652888312e-11,0.0020200358304998,3.96363634847166,0.0020200358304998,0.001
74,0.001,0.002,e91e1791525bf055468d6f3e6d61dc74,46.1557813169996,2.92368431926346,3.08223691899387e-05,8.46192839269924e-05,0.00186987156384985,2.92368431926346,0.00186987156384985,0.001
75,0.001,0.001,78b6368ee4c7690ecd30112401b3bedd,38.3138823519542,4.99818572845664,2.4170736878407e-23,5.45675966045107e-22,0.00190251596964331,4.99818572845664,0.00190251596964331,0.001
76,0.001,0.001,791163ab39a406f3a0739cab96520971,42.743712538528,3.73198627931017,1.04258924996596e-14,9.92914093611648e-14,0.00194560658529069,3.73198627931017,0.00194560658529069,0.001
77,0.001,0.001,798b9ad6ff8df1a11635a280b206ad12,36.2966638439283,4.58021880242492,1.21850363094129e-16,1.44308497931384e-15,0.00177324412270118,4.58021880242492,0.00177324412270118,0.001
78,0.001,0.001,dd82ba36a030c2a5a6411d638bc43914,38.8332053981875,4.19235027022436,1.80758082500647e-21,3.51574470463758e-20,0.00182808672443421,4.19235027022436,0.00182808672443421,0.001
79,0.001,0.001,a1b5d00cc6874b663b47ba8f16625307,33.0820507117478,6.38630566954771,5.25789104627861e-62,2.04531961700238e-59,0.0017301535070538,6.38630566954771,0.0017301535070538,0.001
